month,n_wt,n_ctrl,delta_wt,delta_ctrl,diff_K,spearman,bin_none,bin_0-10 m,bin_10-30 m,bin_30-60 m,bin_>60 m
2025-05,620,9110,-0.12514787912368774,-0.002565020928159356,-0.12258286029100418,-0.023417879934960462,-0.002565020928159356,-0.053661052137613297,-0.030962737277150154,-0.1038031354546547,-0.29282280802726746
2025-06,607,8859,2.148136615753174,-0.11056150496006012,2.2586982250213623,0.09460826733109957,-0.11056150496006012,-0.11424829065799713,0.658187985420227,2.504646062850952,4.429373741149902
2025-07,620,9110,1.4251612424850464,-0.17406408488750458,1.5992252826690674,0.08836340444968663,-0.17406408488750458,0.19371826946735382,0.7336690425872803,1.6355490684509277,2.9662697315216064
2025-08,620,9110,2.1118454933166504,-0.17866304516792297,2.290508508682251,0.25301665436126847,-0.17866304516792297,0.02187367156147957,0.6388457417488098,2.283367872238159,5.172297954559326
2025-09,620,9110,0.8340542912483215,-0.07251328974962234,0.9065675735473633,0.10951045892057189,-0.07251328974962234,0.019689777866005898,0.23585644364356995,0.8794283270835876,2.068683624267578
2025-11,620,9091,-0.11621977388858795,0.021389992907643318,-0.13760976493358612,-0.11417987198975586,0.021389992907643318,-0.03435231372714043,-0.0649838000535965,-0.15897342562675476,-0.07514306157827377
2026-02,619,8900,0.09125560522079468,-0.022275442257523537,0.11353104561567307,0.032691154095487195,-0.022275442257523537,0.03386536240577698,0.043381866067647934,0.0960540920495987,0.033071551471948624
2026-03,620,9110,0.5662575364112854,-0.09317100793123245,0.6594285368919373,0.20579736656317124,-0.09317100793123245,0.1022598147392273,0.35398003458976746,0.5563966631889343,1.0456299781799316
2026-04,620,9110,1.355884313583374,-0.22321760654449463,1.5791019201278687,0.2841161819171822,-0.22321760654449463,0.23684169352054596,0.808161735534668,1.3839516639709473,2.3235199451446533
2026-05,620,9110,1.801692247390747,-0.1999477744102478,2.0016400814056396,0.2303341159232829,-0.1999477744102478,0.06944964826107025,0.582332968711853,1.958215355873108,4.052833080291748
2026-06,607,8859,2.148136615753174,-0.11056150496006012,2.2586982250213623,0.09460826733109957,-0.11056150496006012,-0.11424829065799713,0.658187985420227,2.504646062850952,4.429373741149902
2026-07,352,7810,1.5376797914505005,-0.0833233892917633,1.6210031509399414,0.15420486286898566,-0.0833233892917633,-0.0037333450745791197,0.5421194434165955,1.9541736841201782,4.506092071533203
2026-08,620,9110,1.7661389112472534,-0.14177383482456207,1.9079127311706543,0.22161594309397611,-0.14177383482456207,-0.0063757882453501225,0.5295386910438538,1.822862982749939,4.415840148925781
