site,kind,ym,n_scenes,vh
20171016_EW_WW_Campus_AOE,polygon,2016-01,16,-14.748218628536632
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-01,16,-14.542155114961878
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-01,16,-14.633517074143626
20210706_EW_WW_Kaufland_AOE,polygon,2016-01,16,-14.830372802387725
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-01,16,-14.766863610804286
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-01,16,-15.020651520786554
20220212_Barnekow_3_AOE,polygon,2016-01,16,-18.24562065165828
20220212_Barnekow_5_AOE,polygon,2016-01,16,-17.895451713257177
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-01,16,-18.039777463965265
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-01,16,-17.806449317000535
20220209_Bremerhagen_3_AOE,polygon,2016-01,16,-17.50004329687795
20171016_EW_WW_Campus_AOE,ring,2016-01,16,-15.03566712162696
20171114_EW_WW_Bachsee_north_AOE,ring,2016-01,16,-14.977190653243733
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-01,16,-15.132015856623152
20210706_EW_WW_Kaufland_AOE,ring,2016-01,16,-15.74639414377926
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-01,16,-15.079315532728756
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-01,16,-15.568721034253606
20220212_Barnekow_3_AOE,ring,2016-01,16,-16.82653958553119
20220212_Barnekow_5_AOE,ring,2016-01,16,-17.12225220035309
2022_Zeynep_MV_Barnekow_AOE,ring,2016-01,16,-16.93186268532161
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-01,16,-16.69031101010427
20220209_Bremerhagen_3_AOE,ring,2016-01,16,-16.778610964152524
20171016_EW_WW_Campus_AOE,polygon,2016-02,15,-14.762328130070493
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-02,15,-13.111211339596734
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-02,15,-13.970529191796201
20210706_EW_WW_Kaufland_AOE,polygon,2016-02,15,-13.711722220190001
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-02,15,-14.769888894642277
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-02,15,-14.853746491997443
20220212_Barnekow_3_AOE,polygon,2016-02,15,-17.251621920169438
20220212_Barnekow_5_AOE,polygon,2016-02,15,-17.051260646676564
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-02,15,-16.981448541753117
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-02,15,-16.820025595361667
20220209_Bremerhagen_3_AOE,polygon,2016-02,15,-17.384379968476406
20171016_EW_WW_Campus_AOE,ring,2016-02,15,-15.060531433649587
20171114_EW_WW_Bachsee_north_AOE,ring,2016-02,15,-13.596034907997323
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-02,15,-14.478817105114372
20210706_EW_WW_Kaufland_AOE,ring,2016-02,15,-15.707784582483162
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-02,15,-15.03663057401405
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-02,15,-15.054189734301174
20220212_Barnekow_3_AOE,ring,2016-02,15,-15.816747238891626
20220212_Barnekow_5_AOE,ring,2016-02,15,-15.933256766266856
2022_Zeynep_MV_Barnekow_AOE,ring,2016-02,15,-15.748108161590336
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-02,15,-15.586381272492506
20220209_Bremerhagen_3_AOE,ring,2016-02,15,-15.762443842876134
20171016_EW_WW_Campus_AOE,polygon,2016-03,16,-14.23871276990307
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-03,16,-13.817113415045029
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-03,16,-13.960306907713274
20210706_EW_WW_Kaufland_AOE,polygon,2016-03,16,-13.663486465581064
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-03,16,-14.32755202184284
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-03,16,-14.437101742089185
20220212_Barnekow_3_AOE,polygon,2016-03,16,-16.416839580481643
20220212_Barnekow_5_AOE,polygon,2016-03,16,-16.5944371572743
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-03,16,-16.24919023918821
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-03,16,-16.28471207784305
20220209_Bremerhagen_3_AOE,polygon,2016-03,16,-16.518777588594002
20171016_EW_WW_Campus_AOE,ring,2016-03,16,-14.5374828325419
20171114_EW_WW_Bachsee_north_AOE,ring,2016-03,16,-13.979694997603925
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-03,16,-14.420573376068765
20210706_EW_WW_Kaufland_AOE,ring,2016-03,16,-15.344904189857372
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-03,16,-14.565177788198577
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-03,16,-14.805636751303467
20220212_Barnekow_3_AOE,ring,2016-03,16,-15.443750253937573
20220212_Barnekow_5_AOE,ring,2016-03,16,-15.639440490510584
2022_Zeynep_MV_Barnekow_AOE,ring,2016-03,16,-15.398949295056278
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-03,16,-15.018179935595253
20220209_Bremerhagen_3_AOE,ring,2016-03,16,-15.160400780787862
20171016_EW_WW_Campus_AOE,polygon,2016-04,16,-14.396864824044702
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-04,16,-13.336086949841752
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-04,16,-13.910198721188676
20210706_EW_WW_Kaufland_AOE,polygon,2016-04,16,-13.950535537398505
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-04,16,-14.39035720983547
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-04,16,-14.521021738645207
20220212_Barnekow_3_AOE,polygon,2016-04,16,-16.773551368628837
20220212_Barnekow_5_AOE,polygon,2016-04,16,-16.21316550310408
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-04,16,-16.050918489334148
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-04,16,-16.01574892005511
20220209_Bremerhagen_3_AOE,polygon,2016-04,16,-16.478394167135882
20171016_EW_WW_Campus_AOE,ring,2016-04,16,-14.886222281717355
20171114_EW_WW_Bachsee_north_AOE,ring,2016-04,16,-13.716536461288173
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-04,16,-14.485621309162871
20210706_EW_WW_Kaufland_AOE,ring,2016-04,16,-15.757828626734883
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-04,16,-14.87171943402995
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-04,16,-15.023643941179843
20220212_Barnekow_3_AOE,ring,2016-04,16,-15.256914584492087
20220212_Barnekow_5_AOE,ring,2016-04,16,-15.487900064906082
2022_Zeynep_MV_Barnekow_AOE,ring,2016-04,16,-15.285572895898893
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-04,16,-14.865429945109263
20220209_Bremerhagen_3_AOE,ring,2016-04,16,-14.984880114230629
20171016_EW_WW_Campus_AOE,polygon,2016-05,15,-15.197833247538359
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-05,15,-14.516260705102317
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-05,15,-14.884457805262747
20210706_EW_WW_Kaufland_AOE,polygon,2016-05,15,-14.908730072936342
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-05,15,-14.977587999802937
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-05,15,-15.115209982007073
20220212_Barnekow_3_AOE,polygon,2016-05,15,-15.917659969834338
20220212_Barnekow_5_AOE,polygon,2016-05,15,-15.576093312666073
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-05,15,-15.366557356344996
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-05,15,-15.29453960473991
20220209_Bremerhagen_3_AOE,polygon,2016-05,15,-15.896011928231033
20171016_EW_WW_Campus_AOE,ring,2016-05,15,-15.230048517837316
20171114_EW_WW_Bachsee_north_AOE,ring,2016-05,15,-14.42586803252879
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-05,15,-14.950390311501756
20210706_EW_WW_Kaufland_AOE,ring,2016-05,15,-15.764941076961149
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-05,15,-15.192245914734814
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-05,15,-15.229127455517382
20220212_Barnekow_3_AOE,ring,2016-05,15,-15.297677288213603
20220212_Barnekow_5_AOE,ring,2016-05,15,-15.5981098742171
2022_Zeynep_MV_Barnekow_AOE,ring,2016-05,15,-15.401719622535303
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-05,15,-15.33078002791598
20220209_Bremerhagen_3_AOE,ring,2016-05,15,-15.321614877957476
20171016_EW_WW_Campus_AOE,polygon,2016-06,13,-14.833785776934956
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-06,13,-13.971247939833225
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-06,13,-14.460178743016703
20210706_EW_WW_Kaufland_AOE,polygon,2016-06,13,-15.249093072507847
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-06,13,-14.795787630640925
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-06,13,-14.981976660061225
20220212_Barnekow_3_AOE,polygon,2016-06,13,-15.60756600287362
20220212_Barnekow_5_AOE,polygon,2016-06,13,-15.239414209172029
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-06,13,-14.974260987382745
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-06,13,-14.898235951042876
20220209_Bremerhagen_3_AOE,polygon,2016-06,13,-14.895992987019467
20171016_EW_WW_Campus_AOE,ring,2016-06,13,-15.525265477571361
20171114_EW_WW_Bachsee_north_AOE,ring,2016-06,13,-14.116559846083296
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-06,13,-15.01719474611132
20210706_EW_WW_Kaufland_AOE,ring,2016-06,13,-16.352850756892465
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-06,13,-15.434828279726359
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-06,13,-15.41322945483701
20220212_Barnekow_3_AOE,ring,2016-06,13,-14.976539443464635
20220212_Barnekow_5_AOE,ring,2016-06,13,-15.274521272369743
2022_Zeynep_MV_Barnekow_AOE,ring,2016-06,13,-15.119980663743751
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-06,13,-15.087283493529165
20220209_Bremerhagen_3_AOE,ring,2016-06,13,-14.972609428605615
20171016_EW_WW_Campus_AOE,polygon,2016-07,18,-15.385852428316523
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-07,18,-14.214648822391569
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-07,18,-14.833485793429954
20210706_EW_WW_Kaufland_AOE,polygon,2016-07,18,-15.315686436786613
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-07,18,-15.284657723796629
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-07,18,-15.494590281759498
20220212_Barnekow_3_AOE,polygon,2016-07,18,-15.518416284046337
20220212_Barnekow_5_AOE,polygon,2016-07,18,-15.05560988978471
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-07,18,-15.141509598359912
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-07,18,-14.896460368628203
20220209_Bremerhagen_3_AOE,polygon,2016-07,18,-15.592427395264668
20171016_EW_WW_Campus_AOE,ring,2016-07,18,-15.932369258765533
20171114_EW_WW_Bachsee_north_AOE,ring,2016-07,18,-14.175778624395358
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-07,18,-15.240948339166515
20210706_EW_WW_Kaufland_AOE,ring,2016-07,18,-16.624240310457218
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-07,18,-15.834933263525592
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-07,18,-15.747492347147423
20220212_Barnekow_3_AOE,ring,2016-07,18,-14.729991346171508
20220212_Barnekow_5_AOE,ring,2016-07,18,-14.998768647243036
2022_Zeynep_MV_Barnekow_AOE,ring,2016-07,18,-14.933042734172899
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-07,18,-14.941551624721289
20220209_Bremerhagen_3_AOE,ring,2016-07,18,-14.837979689974013
20171016_EW_WW_Campus_AOE,polygon,2016-08,22,-14.700438401074447
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-08,22,-14.513812118344005
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-08,22,-14.60840072974753
20210706_EW_WW_Kaufland_AOE,polygon,2016-08,22,-14.867847866781869
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-08,22,-14.594912594869973
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-08,22,-14.922959986465274
20220212_Barnekow_3_AOE,polygon,2016-08,22,-15.871008930227894
20220212_Barnekow_5_AOE,polygon,2016-08,22,-15.683632609585143
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-08,22,-15.59571224094493
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-08,22,-15.526408110968385
20220209_Bremerhagen_3_AOE,polygon,2016-08,22,-15.637532639364716
20171016_EW_WW_Campus_AOE,ring,2016-08,22,-15.31777166164596
20171114_EW_WW_Bachsee_north_AOE,ring,2016-08,22,-14.593135295964444
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-08,22,-15.103457897931237
20210706_EW_WW_Kaufland_AOE,ring,2016-08,22,-16.034300992046596
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-08,22,-15.237077830160876
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-08,22,-15.338569213556537
20220212_Barnekow_3_AOE,ring,2016-08,22,-15.278442536927088
20220212_Barnekow_5_AOE,ring,2016-08,22,-15.552370448939222
2022_Zeynep_MV_Barnekow_AOE,ring,2016-08,22,-15.45657814100257
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-08,22,-15.362192653541497
20220209_Bremerhagen_3_AOE,ring,2016-08,22,-15.31018507639523
20171016_EW_WW_Campus_AOE,polygon,2016-09,22,-15.137005534948246
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-09,22,-14.591866885662295
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-09,22,-14.878824160693782
20210706_EW_WW_Kaufland_AOE,polygon,2016-09,22,-15.36012674130294
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-09,22,-15.162371814266148
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-09,22,-15.371782602021565
20220212_Barnekow_3_AOE,polygon,2016-09,22,-16.16218550146734
20220212_Barnekow_5_AOE,polygon,2016-09,22,-16.00123295140995
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-09,22,-16.0190357509669
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-09,22,-15.786935056742738
20220209_Bremerhagen_3_AOE,polygon,2016-09,22,-16.168019216924364
20171016_EW_WW_Campus_AOE,ring,2016-09,22,-15.903424456502357
20171114_EW_WW_Bachsee_north_AOE,ring,2016-09,22,-14.624535557824457
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-09,22,-15.422149463969854
20210706_EW_WW_Kaufland_AOE,ring,2016-09,22,-16.559522857349346
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-09,22,-15.823900744803149
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-09,22,-15.843522017362647
20220212_Barnekow_3_AOE,ring,2016-09,22,-15.513891116368026
20220212_Barnekow_5_AOE,ring,2016-09,22,-15.725878418712254
2022_Zeynep_MV_Barnekow_AOE,ring,2016-09,22,-15.651776144828576
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-09,22,-15.512405193331992
20220209_Bremerhagen_3_AOE,ring,2016-09,22,-15.496950420791622
20171016_EW_WW_Campus_AOE,polygon,2016-10,42,-15.149699906329756
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-10,42,-14.654776499039063
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-10,42,-14.895586978224706
20210706_EW_WW_Kaufland_AOE,polygon,2016-10,42,-15.213213843684397
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-10,42,-15.095203951778892
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-10,42,-15.273719593665742
20220212_Barnekow_3_AOE,polygon,2016-10,42,-16.377431219101826
20220212_Barnekow_5_AOE,polygon,2016-10,42,-16.143021532156517
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-10,42,-16.124634220094993
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-10,42,-16.11835389774503
20220209_Bremerhagen_3_AOE,polygon,2016-10,42,-16.058139917287637
20171016_EW_WW_Campus_AOE,ring,2016-10,42,-15.630051768454639
20171114_EW_WW_Bachsee_north_AOE,ring,2016-10,42,-14.68748829278592
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-10,42,-15.284232252471293
20210706_EW_WW_Kaufland_AOE,ring,2016-10,42,-16.202992501997986
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-10,42,-15.528128502477543
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-10,42,-15.610772715813392
20220212_Barnekow_3_AOE,ring,2016-10,42,-15.734070588898444
20220212_Barnekow_5_AOE,ring,2016-10,42,-15.832598033229798
2022_Zeynep_MV_Barnekow_AOE,ring,2016-10,42,-15.812161366575973
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-10,42,-15.691737824532964
20220209_Bremerhagen_3_AOE,ring,2016-10,42,-15.685362139718185
20171016_EW_WW_Campus_AOE,polygon,2016-11,27,-14.841453162377498
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-11,27,-13.42280221230989
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-11,27,-14.265223802164838
20210706_EW_WW_Kaufland_AOE,polygon,2016-11,27,-14.70677683262687
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-11,27,-14.999960373983908
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-11,27,-15.14970775148663
20220212_Barnekow_3_AOE,polygon,2016-11,27,-16.901391923678116
20220212_Barnekow_5_AOE,polygon,2016-11,27,-16.456163533403423
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-11,27,-16.48973973417975
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-11,27,-16.626487845049372
20220209_Bremerhagen_3_AOE,polygon,2016-11,27,-17.112399624440698
20171016_EW_WW_Campus_AOE,ring,2016-11,27,-15.371410548563146
20171114_EW_WW_Bachsee_north_AOE,ring,2016-11,27,-14.05635091466902
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-11,27,-14.840626686255701
20210706_EW_WW_Kaufland_AOE,ring,2016-11,27,-15.868570675913972
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-11,27,-15.317054716850848
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-11,27,-15.44113012504502
20220212_Barnekow_3_AOE,ring,2016-11,27,-15.657103860767378
20220212_Barnekow_5_AOE,ring,2016-11,27,-15.747287635288771
2022_Zeynep_MV_Barnekow_AOE,ring,2016-11,27,-15.65675455797474
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-11,27,-15.435127182356599
20220209_Bremerhagen_3_AOE,ring,2016-11,27,-15.568902953928092
20171016_EW_WW_Campus_AOE,polygon,2016-12,31,-14.717261164732129
20171114_EW_WW_Bachsee_north_AOE,polygon,2016-12,31,-13.843902419287723
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2016-12,31,-14.309730422702874
20210706_EW_WW_Kaufland_AOE,polygon,2016-12,31,-14.642390590216309
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2016-12,31,-14.970332283557397
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2016-12,31,-15.1418265372812
20220212_Barnekow_3_AOE,polygon,2016-12,31,-17.076176753160176
20220212_Barnekow_5_AOE,polygon,2016-12,31,-16.766553108009294
2022_Zeynep_MV_Barnekow_AOE,polygon,2016-12,31,-16.59526514414097
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2016-12,31,-16.595087629269415
20220209_Bremerhagen_3_AOE,polygon,2016-12,31,-16.950429306239144
20171016_EW_WW_Campus_AOE,ring,2016-12,31,-15.385713623036787
20171114_EW_WW_Bachsee_north_AOE,ring,2016-12,31,-14.35948031355101
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2016-12,31,-15.020209146800367
20210706_EW_WW_Kaufland_AOE,ring,2016-12,31,-16.111127110182487
20220226_EW_WW_Campus_Oberheide_AOE,ring,2016-12,31,-15.376648018296343
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2016-12,31,-15.60989420246202
20220212_Barnekow_3_AOE,ring,2016-12,31,-15.438486195715479
20220212_Barnekow_5_AOE,ring,2016-12,31,-15.617138663060153
2022_Zeynep_MV_Barnekow_AOE,ring,2016-12,31,-15.4487840343899
2022_Zeynep_MV_Bremerhagen_AOE,ring,2016-12,31,-15.24162682726323
20220209_Bremerhagen_3_AOE,ring,2016-12,31,-15.387367269063422
20171016_EW_WW_Campus_AOE,polygon,2017-01,37,-15.699011027667025
20171114_EW_WW_Bachsee_north_AOE,polygon,2017-01,37,-14.576571568849454
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2017-01,37,-15.231573768071655
20210706_EW_WW_Kaufland_AOE,polygon,2017-01,37,-15.499300244840976
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2017-01,37,-15.928735684144543
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2017-01,37,-16.0435727073133
20220212_Barnekow_3_AOE,polygon,2017-01,37,-17.55651948646772
20220212_Barnekow_5_AOE,polygon,2017-01,37,-17.708566776590327
2022_Zeynep_MV_Barnekow_AOE,polygon,2017-01,37,-17.472386128125258
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2017-01,37,-17.652241608540404
20220209_Bremerhagen_3_AOE,polygon,2017-01,37,-17.74116184451313
20171016_EW_WW_Campus_AOE,ring,2017-01,37,-16.250810630017916
20171114_EW_WW_Bachsee_north_AOE,ring,2017-01,37,-15.141121131262754
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2017-01,37,-15.817130068075581
20210706_EW_WW_Kaufland_AOE,ring,2017-01,37,-16.768743015607487
20220226_EW_WW_Campus_Oberheide_AOE,ring,2017-01,37,-16.221723420986706
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2017-01,37,-16.38351305583305
20220212_Barnekow_3_AOE,ring,2017-01,37,-16.430181468219075
20220212_Barnekow_5_AOE,ring,2017-01,37,-16.61706373728474
2022_Zeynep_MV_Barnekow_AOE,ring,2017-01,37,-16.41691576371335
2022_Zeynep_MV_Bremerhagen_AOE,ring,2017-01,37,-16.298173036414543
20220209_Bremerhagen_3_AOE,ring,2017-01,37,-16.429819115765245
20171016_EW_WW_Campus_AOE,polygon,2017-02,39,-14.79075725853985
20171114_EW_WW_Bachsee_north_AOE,polygon,2017-02,39,-14.018321098374688
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2017-02,39,-14.44512047774552
20210706_EW_WW_Kaufland_AOE,polygon,2017-02,39,-14.652292802984197
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2017-02,39,-14.974539231210738
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2017-02,39,-15.11396357705531
20220212_Barnekow_3_AOE,polygon,2017-02,39,-17.117940491842774
20220212_Barnekow_5_AOE,polygon,2017-02,39,-17.02597960788346
2022_Zeynep_MV_Barnekow_AOE,polygon,2017-02,39,-17.028223938025327
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2017-02,39,-17.027289145147886
20220209_Bremerhagen_3_AOE,polygon,2017-02,39,-17.394139859567538
20171016_EW_WW_Campus_AOE,ring,2017-02,39,-15.269966469918616
20171114_EW_WW_Bachsee_north_AOE,ring,2017-02,39,-14.542880992244973
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2017-02,39,-15.042851782147697
20210706_EW_WW_Kaufland_AOE,ring,2017-02,39,-15.94904975542682
20220226_EW_WW_Campus_Oberheide_AOE,ring,2017-02,39,-15.241580417455001
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2017-02,39,-15.511797665948407
20220212_Barnekow_3_AOE,ring,2017-02,39,-16.02284576272523
20220212_Barnekow_5_AOE,ring,2017-02,39,-16.170656442753863
2022_Zeynep_MV_Barnekow_AOE,ring,2017-02,39,-16.012913781979552
2022_Zeynep_MV_Bremerhagen_AOE,ring,2017-02,39,-15.695725843853765
20220209_Bremerhagen_3_AOE,ring,2017-02,39,-15.8645884605031
20171016_EW_WW_Campus_AOE,polygon,2017-03,40,-14.181174541631314
20171114_EW_WW_Bachsee_north_AOE,polygon,2017-03,40,-13.172238246044047
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2017-03,40,-13.750868006128107
20210706_EW_WW_Kaufland_AOE,polygon,2017-03,40,-14.598324245363843
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2017-03,40,-14.376849387028843
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2017-03,40,-14.44761290178965
20220212_Barnekow_3_AOE,polygon,2017-03,40,-16.565429879906308
20220212_Barnekow_5_AOE,polygon,2017-03,40,-16.248697101237664
2022_Zeynep_MV_Barnekow_AOE,polygon,2017-03,40,-16.260649013552193
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2017-03,40,-16.222710677281782
20220209_Bremerhagen_3_AOE,polygon,2017-03,40,-17.00697902400065
20171016_EW_WW_Campus_AOE,ring,2017-03,40,-14.620352310247526
20171114_EW_WW_Bachsee_north_AOE,ring,2017-03,40,-13.629626177074066
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2017-03,40,-14.26960735272476
20210706_EW_WW_Kaufland_AOE,ring,2017-03,40,-15.277338426404691
20220226_EW_WW_Campus_Oberheide_AOE,ring,2017-03,40,-14.60596759935908
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2017-03,40,-14.687895234680463
20220212_Barnekow_3_AOE,ring,2017-03,40,-15.3328706454499
20220212_Barnekow_5_AOE,ring,2017-03,40,-15.485599610479348
2022_Zeynep_MV_Barnekow_AOE,ring,2017-03,40,-15.281920689564958
2022_Zeynep_MV_Bremerhagen_AOE,ring,2017-03,40,-14.93723721779238
20220209_Bremerhagen_3_AOE,ring,2017-03,40,-15.05850830674096
20171016_EW_WW_Campus_AOE,polygon,2017-04,39,-14.207112662200961
20171114_EW_WW_Bachsee_north_AOE,polygon,2017-04,39,-13.39845359435814
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2017-04,39,-13.860029828492111
20210706_EW_WW_Kaufland_AOE,polygon,2017-04,39,-14.203574552815637
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2017-04,39,-14.353426102962718
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2017-04,39,-14.458401587017038
20220212_Barnekow_3_AOE,polygon,2017-04,39,-16.633726113293267
20220212_Barnekow_5_AOE,polygon,2017-04,39,-16.352386313825424
2022_Zeynep_MV_Barnekow_AOE,polygon,2017-04,39,-16.21457968572426
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2017-04,39,-16.03628598797554
20220209_Bremerhagen_3_AOE,polygon,2017-04,39,-16.377529777367595
20171016_EW_WW_Campus_AOE,ring,2017-04,39,-14.656082150257127
20171114_EW_WW_Bachsee_north_AOE,ring,2017-04,39,-13.833019457497283
