site,kind,ym,n_scenes,vh
20171016_EW_WW_Campus_AOE,polygon,2018-10,78,-16.803303409071155
20171114_EW_WW_Bachsee_north_AOE,polygon,2018-10,78,-15.801475741388591
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2018-10,78,-16.438300741759992
20210706_EW_WW_Kaufland_AOE,polygon,2018-10,78,-16.501935091047603
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2018-10,78,-15.94209367430931
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2018-10,78,-16.063662110699042
20220212_Barnekow_3_AOE,polygon,2018-10,78,-16.64921161578244
20220212_Barnekow_5_AOE,polygon,2018-10,78,-16.397153290902285
2022_Zeynep_MV_Barnekow_AOE,polygon,2018-10,78,-16.492643224335357
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2018-10,78,-16.57482936798026
20220209_Bremerhagen_3_AOE,polygon,2018-10,78,-16.747689009906136
20171016_EW_WW_Campus_AOE,ring,2018-10,78,-15.802790267076455
20171114_EW_WW_Bachsee_north_AOE,ring,2018-10,78,-15.605707614007972
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2018-10,78,-15.742917406527665
20210706_EW_WW_Kaufland_AOE,ring,2018-10,78,-16.086928697098983
20220226_EW_WW_Campus_Oberheide_AOE,ring,2018-10,78,-15.813649594061978
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2018-10,78,-15.755094965246094
20220212_Barnekow_3_AOE,ring,2018-10,78,-15.984438012081203
20220212_Barnekow_5_AOE,ring,2018-10,78,-16.024117013707073
2022_Zeynep_MV_Barnekow_AOE,ring,2018-10,78,-16.07998459883048
2022_Zeynep_MV_Bremerhagen_AOE,ring,2018-10,78,-16.062967589297422
20220209_Bremerhagen_3_AOE,ring,2018-10,78,-16.087998832014662
20171016_EW_WW_Campus_AOE,polygon,2018-11,76,-15.657077930541114
20171114_EW_WW_Bachsee_north_AOE,polygon,2018-11,76,-14.412205495161457
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2018-11,76,-15.109249647371659
20210706_EW_WW_Kaufland_AOE,polygon,2018-11,76,-15.080303843548721
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2018-11,76,-14.915164710978468
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2018-11,76,-15.031836831311283
20220212_Barnekow_3_AOE,polygon,2018-11,76,-16.82110270595406
20220212_Barnekow_5_AOE,polygon,2018-11,76,-16.723883200903757
2022_Zeynep_MV_Barnekow_AOE,polygon,2018-11,76,-16.658027574226285
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2018-11,76,-16.55905063737395
20220209_Bremerhagen_3_AOE,polygon,2018-11,76,-17.05090824702662
20171016_EW_WW_Campus_AOE,ring,2018-11,76,-14.632801012141025
20171114_EW_WW_Bachsee_north_AOE,ring,2018-11,76,-14.480062332937074
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2018-11,76,-14.687528896053852
20210706_EW_WW_Kaufland_AOE,ring,2018-11,76,-15.22820731910048
20220226_EW_WW_Campus_Oberheide_AOE,ring,2018-11,76,-14.62780453558324
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2018-11,76,-14.881603386385528
20220212_Barnekow_3_AOE,ring,2018-11,76,-15.622150796109986
20220212_Barnekow_5_AOE,ring,2018-11,76,-15.717489256978315
2022_Zeynep_MV_Barnekow_AOE,ring,2018-11,76,-15.726918330424054
2022_Zeynep_MV_Bremerhagen_AOE,ring,2018-11,76,-15.411692915195921
20220209_Bremerhagen_3_AOE,ring,2018-11,76,-15.548235880865903
20171016_EW_WW_Campus_AOE,polygon,2018-12,84,-14.583052631310576
20171114_EW_WW_Bachsee_north_AOE,polygon,2018-12,84,-13.563568488215985
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2018-12,84,-14.158626590049984
20210706_EW_WW_Kaufland_AOE,polygon,2018-12,84,-14.30780850887912
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2018-12,84,-13.999067414663717
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2018-12,84,-14.196320820771977
20220212_Barnekow_3_AOE,polygon,2018-12,84,-16.467657726558745
20220212_Barnekow_5_AOE,polygon,2018-12,84,-16.45551669158262
2022_Zeynep_MV_Barnekow_AOE,polygon,2018-12,84,-16.29556196201606
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2018-12,84,-16.258162248990846
20220209_Bremerhagen_3_AOE,polygon,2018-12,84,-16.285238782238046
20171016_EW_WW_Campus_AOE,ring,2018-12,84,-13.995007406131226
20171114_EW_WW_Bachsee_north_AOE,ring,2018-12,84,-13.918993375910473
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2018-12,84,-14.085785292134348
20210706_EW_WW_Kaufland_AOE,ring,2018-12,84,-14.63427843913274
20220226_EW_WW_Campus_Oberheide_AOE,ring,2018-12,84,-13.975759080309759
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2018-12,84,-14.302954617366773
20220212_Barnekow_3_AOE,ring,2018-12,84,-15.304581657843519
20220212_Barnekow_5_AOE,ring,2018-12,84,-15.397384549388384
2022_Zeynep_MV_Barnekow_AOE,ring,2018-12,84,-15.284059310343466
2022_Zeynep_MV_Bremerhagen_AOE,ring,2018-12,84,-14.964640697952605
20220209_Bremerhagen_3_AOE,ring,2018-12,84,-15.18520845310472
20171016_EW_WW_Campus_AOE,polygon,2019-01,43,-15.609270596199801
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-01,43,-14.635684315125092
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-01,43,-15.21124103000403
20210706_EW_WW_Kaufland_AOE,polygon,2019-01,43,-15.43956197422757
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-01,43,-14.923857645696454
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-01,43,-15.10938926949791
20220212_Barnekow_3_AOE,polygon,2019-01,43,-17.136801473895066
20220212_Barnekow_5_AOE,polygon,2019-01,43,-17.094667336747445
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-01,43,-17.007245102949614
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-01,43,-16.883029810343118
20220209_Bremerhagen_3_AOE,polygon,2019-01,43,-17.118556528922856
20171016_EW_WW_Campus_AOE,ring,2019-01,43,-14.778085743909918
20171114_EW_WW_Bachsee_north_AOE,ring,2019-01,43,-14.854035862817488
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-01,43,-14.928356854216524
20210706_EW_WW_Kaufland_AOE,ring,2019-01,43,-15.412646249430283
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-01,43,-14.831049041740178
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-01,43,-15.157012177249735
20220212_Barnekow_3_AOE,ring,2019-01,43,-15.917209635692334
20220212_Barnekow_5_AOE,ring,2019-01,43,-16.014955944925937
2022_Zeynep_MV_Barnekow_AOE,ring,2019-01,43,-15.926657993975205
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-01,43,-15.613750182651977
20220209_Bremerhagen_3_AOE,ring,2019-01,43,-15.809193291284075
20171016_EW_WW_Campus_AOE,polygon,2019-02,35,-15.243216011518868
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-02,35,-14.041510669288478
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-02,35,-14.777699739337818
20210706_EW_WW_Kaufland_AOE,polygon,2019-02,35,-14.987145833445208
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-02,35,-14.523635762589427
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-02,35,-14.666122816446986
20220212_Barnekow_3_AOE,polygon,2019-02,35,-16.561120243396605
20220212_Barnekow_5_AOE,polygon,2019-02,35,-16.332713178048824
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-02,35,-16.375479915493674
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-02,35,-16.345503000330275
20220209_Bremerhagen_3_AOE,polygon,2019-02,35,-16.648443013321952
20171016_EW_WW_Campus_AOE,ring,2019-02,35,-14.401593735692805
20171114_EW_WW_Bachsee_north_AOE,ring,2019-02,35,-14.349166019930996
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-02,35,-14.531221010378976
20210706_EW_WW_Kaufland_AOE,ring,2019-02,35,-15.20081710316003
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-02,35,-14.417533016988854
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-02,35,-14.76377793370443
20220212_Barnekow_3_AOE,ring,2019-02,35,-15.319822525064879
20220212_Barnekow_5_AOE,ring,2019-02,35,-15.383002384440154
2022_Zeynep_MV_Barnekow_AOE,ring,2019-02,35,-15.339792921994759
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-02,35,-15.00315950007578
20220209_Bremerhagen_3_AOE,ring,2019-02,35,-15.21612193870117
20171016_EW_WW_Campus_AOE,polygon,2019-03,42,-15.18769450076383
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-03,42,-13.98836004244261
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-03,42,-14.70019122784271
20210706_EW_WW_Kaufland_AOE,polygon,2019-03,42,-15.084144029354848
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-03,42,-14.403986884272474
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-03,42,-14.592608949941443
20220212_Barnekow_3_AOE,polygon,2019-03,42,-16.468009057482572
20220212_Barnekow_5_AOE,polygon,2019-03,42,-16.435261458789693
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-03,42,-16.373591042679564
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-03,42,-16.440299274933167
20220209_Bremerhagen_3_AOE,polygon,2019-03,42,-17.041821685809257
20171016_EW_WW_Campus_AOE,ring,2019-03,42,-14.313774142456356
20171114_EW_WW_Bachsee_north_AOE,ring,2019-03,42,-14.208162487184392
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-03,42,-14.399964693067462
20210706_EW_WW_Kaufland_AOE,ring,2019-03,42,-14.976136636445089
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-03,42,-14.318565896903499
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-03,42,-14.601773716760015
20220212_Barnekow_3_AOE,ring,2019-03,42,-15.31692269216261
20220212_Barnekow_5_AOE,ring,2019-03,42,-15.40712716406082
2022_Zeynep_MV_Barnekow_AOE,ring,2019-03,42,-15.293554319037574
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-03,42,-15.033020716192931
20220209_Bremerhagen_3_AOE,ring,2019-03,42,-15.22601978311594
20171016_EW_WW_Campus_AOE,polygon,2019-04,38,-15.900196309683901
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-04,38,-14.339476661726362
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-04,38,-15.302209077603441
20210706_EW_WW_Kaufland_AOE,polygon,2019-04,38,-15.75539196252124
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-04,38,-14.807754983904191
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-04,38,-14.96003632634319
20220212_Barnekow_3_AOE,polygon,2019-04,38,-16.8390739992498
20220212_Barnekow_5_AOE,polygon,2019-04,38,-16.424072877289557
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-04,38,-16.548461930505315
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-04,38,-16.535602271567527
20220209_Bremerhagen_3_AOE,polygon,2019-04,38,-16.917835588499052
20171016_EW_WW_Campus_AOE,ring,2019-04,38,-14.530579463361589
20171114_EW_WW_Bachsee_north_AOE,ring,2019-04,38,-14.384074836501343
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-04,38,-14.579100161755488
20210706_EW_WW_Kaufland_AOE,ring,2019-04,38,-15.133737726303467
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-04,38,-14.561601350421757
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-04,38,-14.761371585808895
20220212_Barnekow_3_AOE,ring,2019-04,38,-15.492210724737213
20220212_Barnekow_5_AOE,ring,2019-04,38,-15.613183447445103
2022_Zeynep_MV_Barnekow_AOE,ring,2019-04,38,-15.564844190699306
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-04,38,-15.29988168289867
20220209_Bremerhagen_3_AOE,ring,2019-04,38,-15.432089289001887
20171016_EW_WW_Campus_AOE,polygon,2019-05,42,-16.64206347274496
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-05,42,-15.90306794837717
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-05,42,-16.330652837712673
20210706_EW_WW_Kaufland_AOE,polygon,2019-05,42,-16.8280298337344
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-05,42,-15.566766927057992
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-05,42,-15.807804000124962
20220212_Barnekow_3_AOE,polygon,2019-05,42,-16.38984984078449
20220212_Barnekow_5_AOE,polygon,2019-05,42,-16.13196640964229
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-05,42,-16.24068801181997
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-05,42,-16.200242892975368
20220209_Bremerhagen_3_AOE,polygon,2019-05,42,-16.214416970056238
20171016_EW_WW_Campus_AOE,ring,2019-05,42,-15.575051897359328
20171114_EW_WW_Bachsee_north_AOE,ring,2019-05,42,-15.325935941116608
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-05,42,-15.511571666710324
20210706_EW_WW_Kaufland_AOE,ring,2019-05,42,-15.916576710673725
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-05,42,-15.576677995328117
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-05,42,-15.511535122586778
20220212_Barnekow_3_AOE,ring,2019-05,42,-15.68238661614047
20220212_Barnekow_5_AOE,ring,2019-05,42,-15.853954873448275
2022_Zeynep_MV_Barnekow_AOE,ring,2019-05,42,-15.835595857316603
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-05,42,-15.796419780109439
20220209_Bremerhagen_3_AOE,ring,2019-05,42,-15.863945875193545
20171016_EW_WW_Campus_AOE,polygon,2019-06,40,-15.81918662260182
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-06,40,-14.89403889467474
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-06,40,-15.439617521109795
20210706_EW_WW_Kaufland_AOE,polygon,2019-06,40,-15.723490980922499
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-06,40,-14.560132647499813
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-06,40,-14.902049442485795
20220212_Barnekow_3_AOE,polygon,2019-06,40,-15.639577336189644
20220212_Barnekow_5_AOE,polygon,2019-06,40,-15.359027543640027
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-06,40,-15.460862208953337
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-06,40,-15.319491569494668
20220209_Bremerhagen_3_AOE,polygon,2019-06,40,-15.665746160229427
20171016_EW_WW_Campus_AOE,ring,2019-06,40,-14.8154406574922
20171114_EW_WW_Bachsee_north_AOE,ring,2019-06,40,-14.489078892120453
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-06,40,-14.787492411456114
20210706_EW_WW_Kaufland_AOE,ring,2019-06,40,-15.468104925495474
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-06,40,-14.779545702312634
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-06,40,-14.882486369051247
20220212_Barnekow_3_AOE,ring,2019-06,40,-15.095063131040742
20220212_Barnekow_5_AOE,ring,2019-06,40,-15.308684418872026
2022_Zeynep_MV_Barnekow_AOE,ring,2019-06,40,-15.263413559521803
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-06,40,-15.259783686679977
20220209_Bremerhagen_3_AOE,ring,2019-06,40,-15.176928963110564
20171016_EW_WW_Campus_AOE,polygon,2019-07,40,-15.996033386013977
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-07,40,-15.07907705355491
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-07,40,-15.672836157854624
20210706_EW_WW_Kaufland_AOE,polygon,2019-07,40,-16.72868904243014
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-07,40,-14.943599566806846
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-07,40,-15.221010419768783
20220212_Barnekow_3_AOE,polygon,2019-07,40,-15.717234558110087
20220212_Barnekow_5_AOE,polygon,2019-07,40,-15.567967669182757
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-07,40,-15.703891766045212
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-07,40,-15.86503387957853
20220209_Bremerhagen_3_AOE,polygon,2019-07,40,-16.334482174336866
20171016_EW_WW_Campus_AOE,ring,2019-07,40,-15.12548368357277
20171114_EW_WW_Bachsee_north_AOE,ring,2019-07,40,-14.731693622192074
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-07,40,-15.058377934626547
20210706_EW_WW_Kaufland_AOE,ring,2019-07,40,-15.71335309314659
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-07,40,-15.090424340343999
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-07,40,-15.174344472283611
20220212_Barnekow_3_AOE,ring,2019-07,40,-15.314295622968011
20220212_Barnekow_5_AOE,ring,2019-07,40,-15.601363787661397
2022_Zeynep_MV_Barnekow_AOE,ring,2019-07,40,-15.549486746802444
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-07,40,-15.682739005626543
20220209_Bremerhagen_3_AOE,ring,2019-07,40,-15.618738722221119
20171016_EW_WW_Campus_AOE,polygon,2019-08,41,-16.182076186229395
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-08,41,-15.24777660047159
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-08,41,-15.772605007648378
20210706_EW_WW_Kaufland_AOE,polygon,2019-08,41,-16.446199575544448
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-08,41,-15.181116374421261
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-08,41,-15.390371721191627
20220212_Barnekow_3_AOE,polygon,2019-08,41,-16.20794109353996
20220212_Barnekow_5_AOE,polygon,2019-08,41,-15.663452843327041
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-08,41,-15.802320636977607
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-08,41,-15.903629965427008
20220209_Bremerhagen_3_AOE,polygon,2019-08,41,-16.435241926925706
20171016_EW_WW_Campus_AOE,ring,2019-08,41,-15.246625672617974
20171114_EW_WW_Bachsee_north_AOE,ring,2019-08,41,-14.87024885744488
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-08,41,-15.198895814361437
20210706_EW_WW_Kaufland_AOE,ring,2019-08,41,-15.8822097875839
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-08,41,-15.229944472552482
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-08,41,-15.336432928415043
20220212_Barnekow_3_AOE,ring,2019-08,41,-15.427490324245877
20220212_Barnekow_5_AOE,ring,2019-08,41,-15.623429871529718
2022_Zeynep_MV_Barnekow_AOE,ring,2019-08,41,-15.650181410869791
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-08,41,-15.631417146495998
20220209_Bremerhagen_3_AOE,ring,2019-08,41,-15.542114416564745
20171016_EW_WW_Campus_AOE,polygon,2019-09,38,-16.188943580548745
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-09,38,-15.272194284460657
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-09,38,-15.846182060889948
20210706_EW_WW_Kaufland_AOE,polygon,2019-09,38,-16.656988976422365
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-09,38,-14.954254696418895
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-09,38,-15.25449101341849
20220212_Barnekow_3_AOE,polygon,2019-09,38,-16.190250985521235
20220212_Barnekow_5_AOE,polygon,2019-09,38,-16.00712266590502
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-09,38,-16.09753234919222
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-09,38,-16.189816745093644
20220209_Bremerhagen_3_AOE,polygon,2019-09,38,-16.39877463077545
20171016_EW_WW_Campus_AOE,ring,2019-09,38,-15.24556500720837
20171114_EW_WW_Bachsee_north_AOE,ring,2019-09,38,-15.076760110800745
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-09,38,-15.291208637630474
20210706_EW_WW_Kaufland_AOE,ring,2019-09,38,-15.957729624939336
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-09,38,-15.246250120782728
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-09,38,-15.441097867770697
20220212_Barnekow_3_AOE,ring,2019-09,38,-15.692692724504793
20220212_Barnekow_5_AOE,ring,2019-09,38,-15.887717621843096
2022_Zeynep_MV_Barnekow_AOE,ring,2019-09,38,-15.853397129648384
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-09,38,-15.864429598858827
20220209_Bremerhagen_3_AOE,ring,2019-09,38,-15.824718771180038
20171016_EW_WW_Campus_AOE,polygon,2019-10,42,-15.423381980656664
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-10,42,-14.650910242521222
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-10,42,-15.116891000545904
20210706_EW_WW_Kaufland_AOE,polygon,2019-10,42,-15.457060594046196
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-10,42,-14.635874873783525
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-10,42,-14.922412686426533
20220212_Barnekow_3_AOE,polygon,2019-10,42,-15.99781375585204
20220212_Barnekow_5_AOE,polygon,2019-10,42,-15.912690863564617
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-10,42,-16.011807698118712
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-10,42,-16.133368344408325
20220209_Bremerhagen_3_AOE,polygon,2019-10,42,-16.457480602367482
20171016_EW_WW_Campus_AOE,ring,2019-10,42,-14.93236214126856
20171114_EW_WW_Bachsee_north_AOE,ring,2019-10,42,-14.642109260745762
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-10,42,-14.893805939829104
20210706_EW_WW_Kaufland_AOE,ring,2019-10,42,-15.43595900426229
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-10,42,-14.878252757407862
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-10,42,-15.04735472919744
20220212_Barnekow_3_AOE,ring,2019-10,42,-15.576000654736024
20220212_Barnekow_5_AOE,ring,2019-10,42,-15.636947109859236
2022_Zeynep_MV_Barnekow_AOE,ring,2019-10,42,-15.689192654247794
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-10,42,-15.674642220920244
20220209_Bremerhagen_3_AOE,ring,2019-10,42,-15.650800892250405
20171016_EW_WW_Campus_AOE,polygon,2019-11,37,-14.753516750314935
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-11,37,-13.988126710710622
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-11,37,-14.422764168294032
20210706_EW_WW_Kaufland_AOE,polygon,2019-11,37,-14.80971888964462
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-11,37,-14.324357057526418
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-11,37,-14.437451949214905
20220212_Barnekow_3_AOE,polygon,2019-11,37,-16.082369249124987
20220212_Barnekow_5_AOE,polygon,2019-11,37,-16.100083088377602
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-11,37,-15.998052649874628
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-11,37,-16.01646198065918
20220209_Bremerhagen_3_AOE,polygon,2019-11,37,-16.13532814913585
20171016_EW_WW_Campus_AOE,ring,2019-11,37,-14.252905892648004
20171114_EW_WW_Bachsee_north_AOE,ring,2019-11,37,-14.125311215208354
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-11,37,-14.300927587230452
20210706_EW_WW_Kaufland_AOE,ring,2019-11,37,-14.741446298728343
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-11,37,-14.227400197957522
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-11,37,-14.468449330600189
20220212_Barnekow_3_AOE,ring,2019-11,37,-15.15881153576631
20220212_Barnekow_5_AOE,ring,2019-11,37,-15.255670192686194
2022_Zeynep_MV_Barnekow_AOE,ring,2019-11,37,-15.194663189386251
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-11,37,-14.948915985543934
20220209_Bremerhagen_3_AOE,ring,2019-11,37,-15.099887371312041
20171016_EW_WW_Campus_AOE,polygon,2019-12,39,-14.342783998440483
20171114_EW_WW_Bachsee_north_AOE,polygon,2019-12,39,-13.672738252906436
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2019-12,39,-14.047471140566868
20210706_EW_WW_Kaufland_AOE,polygon,2019-12,39,-14.518183675271903
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2019-12,39,-13.99512860169914
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2019-12,39,-14.142016539001895
20220212_Barnekow_3_AOE,polygon,2019-12,39,-16.327693139988547
20220212_Barnekow_5_AOE,polygon,2019-12,39,-16.21948866271662
2022_Zeynep_MV_Barnekow_AOE,polygon,2019-12,39,-16.150234851844182
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2019-12,39,-16.249995707554305
20220209_Bremerhagen_3_AOE,polygon,2019-12,39,-16.70076699593966
20171016_EW_WW_Campus_AOE,ring,2019-12,39,-13.988381012478944
20171114_EW_WW_Bachsee_north_AOE,ring,2019-12,39,-13.945945267693567
2017_Xavier_BB_Eberswalde_UAV_AOE,ring,2019-12,39,-14.078032335951573
20210706_EW_WW_Kaufland_AOE,ring,2019-12,39,-14.480073063837699
20220226_EW_WW_Campus_Oberheide_AOE,ring,2019-12,39,-13.989923021649197
2022_Zeynep_BB_Eberswalde_UAV_AOE,ring,2019-12,39,-14.30609175112013
20220212_Barnekow_3_AOE,ring,2019-12,39,-15.159823102486571
20220212_Barnekow_5_AOE,ring,2019-12,39,-15.258807068809013
2022_Zeynep_MV_Barnekow_AOE,ring,2019-12,39,-15.171518343502607
2022_Zeynep_MV_Bremerhagen_AOE,ring,2019-12,39,-14.846239609653848
20220209_Bremerhagen_3_AOE,ring,2019-12,39,-15.099513464406975
20171016_EW_WW_Campus_AOE,polygon,2020-01,39,-14.9170631535173
20171114_EW_WW_Bachsee_north_AOE,polygon,2020-01,39,-13.825304449429762
2017_Xavier_BB_Eberswalde_UAV_AOE,polygon,2020-01,39,-14.515055120480698
20210706_EW_WW_Kaufland_AOE,polygon,2020-01,39,-14.878171336772423
20220226_EW_WW_Campus_Oberheide_AOE,polygon,2020-01,39,-14.379886418163748
2022_Zeynep_BB_Eberswalde_UAV_AOE,polygon,2020-01,39,-14.509133123352271
20220212_Barnekow_3_AOE,polygon,2020-01,39,-16.374419652357464
20220212_Barnekow_5_AOE,polygon,2020-01,39,-16.371212561330054
2022_Zeynep_MV_Barnekow_AOE,polygon,2020-01,39,-16.357381836325928
2022_Zeynep_MV_Bremerhagen_AOE,polygon,2020-01,39,-16.42864782905536
20220209_Bremerhagen_3_AOE,polygon,2020-01,39,-17.15534165008881
20171016_EW_WW_Campus_AOE,ring,2020-01,39,-14.309533027208072
20171114_EW_WW_Bachsee_north_AOE,ring,2020-01,39,-14.262371533475484
